winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity,maridaje
Bodegas Amaren,Graciano,2012,4.3,26,Espana,Rioja,68.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Gomez Cruzado,Cerro Las Cuevas Seleccion Terroir,2019,4.3,26,Espana,Rioja,39.89,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Hacienda Solano,Pena Lobera,2018,4.3,25,Espana,Ribera del Duero,68.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Altos de Rioja,Altos R Pigeage Graciano,2016,4.3,25,Espana,Rioja,35.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Samsara,Ronda,2015,4.3,25,Espana,Sierras de Malaga,32.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Ordonez,Nisia Las Suertes Verdejo Old Vines,2020,4.3,25,Espana,Rueda,16.9,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Josep Grau Viticultor,Territori,2019,4.3,25,Espana,Montsant,23.6,Red,4.0,3.0,"Carnes, pastas, quesos"
Cuentavinas,Alomado,2018,4.3,25,Espana,Rioja,46.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Gama,Octogenarius,2015,4.3,25,Espana,Rioja,36.9,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Miguel Merino,Gran Reserva,2000,4.3,25,Espana,Rioja,48.81,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Los Aguilares,Pinot Noir,2020,4.3,25,Espana,Sierras de Malaga,33.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Nin-Ortiz,Selma de Nin Blanco,2017,4.3,25,Espana,Cataluna,56.95,Unknown,4.0,3.0,unknown
Zifar,Senda de Los Olivos Roble,2020,4.3,25,Espana,Ribera del Duero,8.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Felix Solis,Mucho Mas Tinto,N.V.,4.2,32624,Espana,Vino de Espana,4.99,Red,4.0,3.0,"Carnes, pastas, quesos"
Marques de Riscal,Rioja Reserva,2016,4.2,16505,Espana,Rioja,15.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
La Rioja Alta,Vina Ardanza Reserva,2007,4.2,9098,Espana,Rioja,23.7,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Murrieta,Reserva Rioja (Finca Ygay),2016,4.2,8318,Espana,Rioja,23.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Emilio Moro,Ribera del Duero,2018,4.2,7825,Espana,Ribera del Duero,19.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Emilio Moro,Ribera del Duero,2017,4.2,7294,Espana,Ribera del Duero,21.2,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Tinto Pesquera,Reserva,2012,4.2,6567,Espana,Ribera del Duero,27.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
La Rioja Alta,Vina Ardanza Reserva,2008,4.2,6532,Espana,Rioja,33.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
El Coto,Coto de Imaz Rioja Gran Reserva,2012,4.2,6256,Espana,Rioja,16.14,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Dominio de Pingus,PSI,2016,4.2,6163,Espana,Ribera del Duero,37.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
La Rioja Alta,Vina Alberdi Reserva,2015,4.2,5802,Espana,Rioja,17.02,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Abadia Retuerta,Seleccion Especial,2014,4.2,5178,Espana,Sardon de Duero,49.85,Red,4.0,3.0,"Carnes, pastas, quesos"
Mar de Frades,Rias Baixas Albarino Atlantico,2019,4.2,4610,Espana,Rias Baixas,14.95,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Matarromera,Crianza,2016,4.2,4127,Espana,Ribera del Duero,9.76,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Arzuaga,Ribera del Duero Crianza,2016,4.2,4091,Espana,Ribera del Duero,19.16,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
La Rioja Alta,Vina Alberdi Reserva,2016,4.2,3825,Espana,Rioja,15.8,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Imperial,Rioja Reserva,2015,4.2,3788,Espana,Rioja,19.8333333333333,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Protos,27 Ribera del Duero,2016,4.2,3725,Espana,Ribera del Duero,21.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Terras Gauda,Terras Gauda O Rosal,2020,4.2,3648,Espana,Rias Baixas,12.29,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Protos,27 Ribera del Duero,2017,4.2,3545,Espana,Ribera del Duero,23.75,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Remelluri,Rioja Reserva,2012,4.2,3453,Espana,Rioja,15.83,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Arzuaga,Ribera del Duero Crianza,2017,4.2,3354,Espana,Ribera del Duero,15.45,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Familia Torres,Salmos,2016,4.2,3225,Espana,Priorato,24.85,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Pago de Los Capellanes,Crianza Tinto,2017,4.2,3224,Espana,Ribera del Duero,20.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Riscal,Rioja Gran Reserva,2007,4.2,3101,Espana,Rioja,28.43,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
R. Lopez de Heredia,Vina Bosconia Reserva,2008,4.2,2901,Espana,Rioja Alta,22.58,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Mauro,Red,2011,4.2,2820,Espana,Castilla y Leon,58.26,Red,4.0,3.0,"Carnes, pastas, quesos"
R. Lopez de Heredia,Vina Bosconia Reserva,2007,4.2,2820,Espana,Rioja Alta,20.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Familia Torres,Mas La Plana Cabernet Sauvignon,2010,4.2,2788,Espana,Penedes,48.4,Cabernet Sauvignon,4.0,3.0,"Carnes rojas, caza, quesos"
Rafael Palacios,Louro Godello,2019,4.2,2685,Espana,Valdeorras,19.7,Unknown,4.0,3.0,unknown
Imperial,Rioja Reserva,2016,4.2,2676,Espana,Rioja,24.75,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Roda,Roda Reserva Rioja,2015,4.2,2478,Espana,Rioja,55.47,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Roda,Roda Reserva Rioja,2012,4.2,2375,Espana,Rioja,28.4,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Imperial,Rioja Reserva,2014,4.2,2364,Espana,Rioja,27.6,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Juan Gil,Jumilla Blue Label,2015,4.2,2271,Espana,Jumilla,24.76,Red,4.0,3.0,"Carnes, pastas, quesos"
Juan Gil,Jumilla Blue Label,2018,4.2,2234,Espana,Jumilla,24.6,Red,4.0,3.0,"Carnes, pastas, quesos"
Juan Gil,Jumilla Blue Label,2017,4.2,2135,Espana,Jumilla,22.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Bodegas Faustino,I Gran Reserva,1994,4.2,2074,Espana,Rioja,124.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Carmelo Rodero,Crianza,2017,4.2,2050,Espana,Ribera del Duero,19.99,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Atalaya,La Atalaya del Camino,2017,4.2,2022,Espana,Almansa,11.8,Red,4.0,3.0,"Carnes, pastas, quesos"
Protos,27 Ribera del Duero,2018,4.2,1981,Espana,Ribera del Duero,23.74,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Roda,Roda Reserva Rioja,2013,4.2,1931,Espana,Rioja,30.35,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Protos,Gran Reserva,2012,4.2,1921,Espana,Ribera del Duero,38.84,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Remelluri,Rioja Reserva,2013,4.2,1768,Espana,Rioja,21.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Tinto Pesquera,Reserva,2015,4.2,1688,Espana,Ribera del Duero,29.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Riscal,Rioja 150 Aniversario,2010,4.2,1686,Espana,Rioja,59.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pintia,Toro,2006,4.2,1665,Espana,Toro,98.9,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Bodegas Roda,Roda Reserva Rioja,2014,4.2,1645,Espana,Rioja,59.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Alto Moncayo,Veraton Garnacha,2014,4.2,1627,Espana,Campo de Borja,19.94,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
R. Lopez de Heredia,Vina Bosconia Reserva,2009,4.2,1611,Espana,Rioja Alta,23.52,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Casa Rojo,Alexander vs. The Ham Factory,2016,4.2,1573,Espana,Ribera del Duero,33.3733333333333,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Dominio de Pingus,PSI,2019,4.2,1355,Espana,Ribera del Duero,34.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Alto Moncayo,Veraton Garnacha,2018,4.2,1343,Espana,Campo de Borja,21.6,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
La Rioja Alta,Vina Alberdi Crianza,2015,4.2,1341,Espana,Rioja,11.2,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Huerta de Albala,Taberner Tierra de Cadiz,2014,4.2,1337,Espana,Cadiz,32.0010770950795,Syrah,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Riscal,Rioja Gran Reserva,2011,4.2,1319,Espana,Rioja,39.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Garmon,Ribera del Duero,2015,4.2,1308,Espana,Ribera del Duero,33.59,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Murrieta,Capellania Reserva,2015,4.2,1301,Espana,Rioja,29.15,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Aster,Finca El Otero,2014,4.2,1267,Espana,Ribera del Duero,28.75,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Matarromera,Crianza,2017,4.2,1209,Espana,Ribera del Duero,16.88,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Gramona,Gessami,2019,4.2,1164,Espana,Penedes,9.95,Unknown,4.0,3.0,unknown
Dominio de Atauta,Dominio de Atauta,2016,4.2,1159,Espana,Ribera del Duero,25.71,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Ximenez-Spinola,Finest Old Harvest Medium,N.V.,4.2,1155,Espana,Jerez-Xeres-Sherry,18.87,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Huerta de Albala,Taberner Tierra de Cadiz,2015,4.2,1125,Espana,Cadiz,17.04,Syrah,4.0,3.0,"Carnes rojas, caza, quesos"
Montecastro,Ribera del Duero Red,2015,4.2,1095,Espana,Ribera del Duero,18.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2017,4.2,1093,Espana,Ribera del Duero,55.75,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Garmon,Ribera del Duero,2014,4.2,1086,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas La Horra,Corimbo I,2014,4.2,1078,Espana,Ribera del Duero,39.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Carmelo Rodero,Crianza,2018,4.2,1070,Espana,Ribera del Duero,16.49,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Lustau,Vermut Rojo,N.V.,4.2,1058,Espana,Jerez-Xeres-Sherry,11.9,Unknown,4.0,3.0,unknown
Atalaya,La Atalaya del Camino,2019,4.2,1048,Espana,Almansa,11.66,Red,4.0,3.0,"Carnes, pastas, quesos"
R. Lopez de Heredia,Vina Tondonia Reserva Blanco,2005,4.2,1043,Espana,Rioja Alta,26.9,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Protos,Reserva 5 Ano,2015,4.2,1040,Espana,Ribera del Duero,22.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Emilio Moro,Malleolus,2014,4.2,1030,Espana,Ribera del Duero,31.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Gonzalez-Byass,Del Duque Amontillado Sherry VORS,N.V.,4.2,1016,Espana,Jerez Amontillado,77.22,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Alvaro Palacios,Les Terrasses Velles Vinyes Priorat,2017,4.2,1016,Espana,Priorato,85.9,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Familia Torres,Salmos,2017,4.2,1008,Espana,Priorato,20.99,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Bodega Numanthia,Numanthia,2013,4.2,998,Espana,Toro,51.19,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Alvaro Palacios,Les Terrasses Laderas de Pizarra,2016,4.2,970,Espana,Priorato,32.25,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Merum Priorati,Inici,2017,4.2,969,Espana,Priorato,39.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Familia Torres,Mas La Plana Cabernet Sauvignon,2016,4.2,964,Espana,Penedes,56.26,Cabernet Sauvignon,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas La Horra,Corimbo I,2011,4.2,918,Espana,Ribera del Duero,23.4,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Castillo Perelada,5 Finques (Fincas) Reserva,2017,4.2,918,Espana,Emporda,11.35,Red,4.0,3.0,"Carnes, pastas, quesos"
Bodegas La Horra,Corimbo I,2013,4.2,915,Espana,Ribera del Duero,37.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Quinta Sardonia,QS,2010,4.2,900,Espana,Castilla y Leon,40.76,Red,4.0,3.0,"Carnes, pastas, quesos"
Martinet,Martinet Bru (Garnatxa - Syrah),2019,4.2,897,Espana,Priorato,21.9,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
La Rioja Alta,Vina Ardanza Reserva,2000,4.2,883,Espana,Rioja,161.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Vinedos de Paganos,El Puntido,2013,4.2,879,Espana,Rioja,34.41,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Emilio Moro,Ribera del Duero,2019,4.2,876,Espana,Ribera del Duero,16.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Alvaro Palacios,Finca Dofi,2015,4.2,865,Espana,Priorato,52.5,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Protos,Reserva 5 Ano,2014,4.2,855,Espana,Ribera del Duero,19.53,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Valduero,Ribera Del Duero Reserva,2012,4.2,852,Espana,Ribera del Duero,30.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Baluarte,Muscat,2020,4.2,842,Espana,Navarra,5.5,Unknown,4.0,3.0,unknown
Marques de Riscal,Rioja Gran Reserva,2014,4.2,840,Espana,Rioja,35.63,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Roda,Roda Reserva Rioja,2017,4.2,834,Espana,Rioja,25.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Amaren,Angeles de Amaren Tempranillo - Graciano,2015,4.2,832,Espana,Rioja,19.38,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Murrieta,Reserva Rioja (Finca Ygay),2017,4.2,811,Espana,Rioja,20.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Arzuaga,Ribera del Duero Crianza,2019,4.2,806,Espana,Ribera del Duero,18.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Riscal,Reserva XR,2015,4.2,778,Espana,Rioja,23.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Familia Torres,Purgatori Costers del Segre,2016,4.2,778,Espana,Costers del Segre,38.37,Red,4.0,3.0,"Carnes, pastas, quesos"
Familia Torres,Purgatori Costers del Segre,2017,4.2,777,Espana,Costers del Segre,25.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Ramon Bilbao,Mirto,2012,4.2,776,Espana,Rioja,35.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Ossian,Vinas Viejas Verdejo,2015,4.2,769,Espana,Castilla y Leon,30.0,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Hispano Suizas,Bassus Pinot Noir,2017,4.2,753,Espana,Utiel-Requena,18.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Murviedro,Sericis Cepas Viejas Monastrell,2017,4.2,745,Espana,Valencia,8.95,Monastrell,5.0,3.0,"Carnes rojas, embutidos"
Castillo Perelada,Finca Malaveina,2016,4.2,740,Espana,Emporda,25.35,Red,4.0,3.0,"Carnes, pastas, quesos"
Montecastro,Ribera del Duero Red,2018,4.2,733,Espana,Ribera del Duero,18.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Contino,Rioja Gran Reserva,2008,4.2,732,Espana,Rioja,36.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Contino,Rioja Gran Reserva,2009,4.2,731,Espana,Rioja,85.8,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Hispano Suizas,Bassus Pinot Noir,2018,4.2,721,Espana,Utiel-Requena,19.25,Red,4.0,3.0,"Carnes, pastas, quesos"
Quinta Sardonia,QS,2007,4.2,707,Espana,Castilla y Leon,37.5,Red,4.0,3.0,"Carnes, pastas, quesos"
VALENCISO,Rioja Reserva,2014,4.2,696,Espana,Rioja,19.4,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Gramona,Gessami,2020,4.2,692,Espana,Penedes,11.2,Unknown,4.0,3.0,unknown
Remirez de Ganuza,Rioja Reserva Fincas de Ganuza,2014,4.2,684,Espana,Rioja,29.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Barahonda,Summum Monastrell,2017,4.2,682,Espana,Yecla,15.95,Monastrell,5.0,3.0,"Carnes rojas, embutidos"
Losada,Altos de Losada,2017,4.2,676,Espana,Bierzo,18.4,Mencia,3.0,3.0,"Carnes, guisos, embutidos"
Alvaro Palacios,Finca Dofi,2014,4.2,671,Espana,Priorato,59.95,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
El Coto,Coto de Imaz Rioja Gran Reserva,2015,4.2,668,Espana,Rioja,15.88,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Matsu,El Viejo,2012,4.2,668,Espana,Toro,26.95,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Recaredo,Corpinnat Terrers Brut Nature,2017,4.2,667,Espana,Cava,25.0,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Williams & Humbert,Dos Cortados Palo Cortado Solera Especial Aged 20 Years,N.V.,4.2,666,Espana,Jerez Palo Cortado,32.16,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Alvaro Palacios,Vi de Vila Gratallops,2015,4.2,648,Espana,Priorato,60.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Alvaro Palacios,Vi de Vila Gratallops,2014,4.2,647,Espana,Priorato,55.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2010,4.2,645,Espana,Rioja,86.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Tobia,Oscar Tobia Reserva Rioja,2015,4.2,633,Espana,Rioja,20.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Caceres,Rioja Satinela Blanco Semidulce,2020,4.2,630,Espana,Rioja,6.99,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Vina Pedrosa,Reserva,2012,4.2,628,Espana,Ribera del Duero,29.93,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Castillo Perelada,Finca Malaveina,2012,4.2,627,Espana,Emporda,17.84,Red,4.0,3.0,"Carnes, pastas, quesos"
Contino,Rioja Gran Reserva,2014,4.2,624,Espana,Rioja,34.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Mauro,Red,2008,4.2,622,Espana,Castilla y Leon,55.0,Red,4.0,3.0,"Carnes, pastas, quesos"
Portal del Priorat,Clos del Portal Negre de Negres,2017,4.2,612,Espana,Priorato,21.85,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Recaredo,Corpinnat Terrers Brut Nature,2016,4.2,611,Espana,Cava,21.8,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Torre de Ona,Martelo Reserva,2014,4.2,600,Espana,Rioja,20.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Tinto Pesquera,Crianza,2019,4.2,599,Espana,Ribera del Duero,17.25,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Dehesa de Los Canonigos,Solideo,2015,4.2,592,Espana,Ribera del Duero,35.09,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Sei Solo,Preludio,2017,4.2,591,Espana,Ribera del Duero,24.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Diez Caballero,Reserva Tempranillo,2011,4.2,587,Espana,Rioja,20.4532878069468,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Mas d'en Gil,Coma Vella Priorat,2014,4.2,576,Espana,Priorato,24.8,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Chozas Carrascal,Las Ocho (8) Tinto,2017,4.2,570,Espana,Utiel-Requena,16.767557,Red,4.0,3.0,"Carnes, pastas, quesos"
Vegalfaro,Pago de los Balagueses Syrah,2017,4.2,559,Espana,Utiel-Requena,17.7,Syrah,4.0,3.0,"Carnes rojas, caza, quesos"
Lopez Cristobal,Bagus Ribera del Duero,2012,4.2,559,Espana,Ribera del Duero,54.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Clos Galena,Formiga de Vellut,2018,4.2,558,Espana,Priorato,16.2,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Bodegas Valduero,Tierra Alta En 2 Maderas,2017,4.2,557,Espana,Ribera del Duero,19.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Los Aguilares,Pago El Espino,2017,4.2,555,Espana,Sierras de Malaga,25.35,Red,4.0,3.0,"Carnes, pastas, quesos"
VALENCISO,Rioja Blanco,2018,4.2,540,Espana,Rioja,17.75,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Dehesa de Los Canonigos,Crianza,2018,4.2,528,Espana,Ribera del Duero,18.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Palacios Remondo,Propiedad  Rioja,2017,4.2,527,Espana,Rioja,25.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Dehesa de Los Canonigos,Crianza,2017,4.2,520,Espana,Ribera del Duero,18.25,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Faustino,Reserva Especial Icon Edition,2014,4.2,519,Espana,Rioja,23.89,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Fernando de Castilla,Antique Palo Cortado,N.V.,4.2,519,Espana,Jerez Palo Cortado,36.9,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Matsu,El Viejo,2017,4.2,518,Espana,Toro,33.9,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Lan,Vina Lanciano Reserva,2015,4.2,514,Espana,Rioja,14.6,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Anima Negra,An,2016,4.2,513,Espana,Mallorca,139.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Bodegas Mas Alta,Artigas,2017,4.2,505,Espana,Priorato,20.9,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Vinicola Real,200 Monges Rioja Reserva,2005,4.2,499,Espana,Rioja,48.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Contino,Rioja Gran Reserva,2011,4.2,490,Espana,Rioja,39.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Sei Solo,Preludio,2018,4.2,488,Espana,Ribera del Duero,24.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Williams & Humbert,Jalifa Amontillado Rare Old Dry Solera Especial Aged 30 Years,N.V.,4.2,487,Espana,Jerez Amontillado,33.5,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Tridente,Rejon Tempranillo,2012,4.2,485,Espana,Castilla y Leon,36.97,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Emilio Moro,La Felisa,2018,4.2,483,Espana,Ribera del Duero,26.3,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Emilio Moro,La Revelia Godello,2018,4.2,484,Espana,Bierzo,21.95,Unknown,4.0,3.0,unknown
Valderiz,Tinto,2018,4.2,481,Espana,Ribera del Duero,21.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Lan,A Mano Rioja,2009,4.2,480,Espana,Rioja,28.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Familia Torres,Milmanda,2015,4.2,473,Espana,Conca de Barbera,126.2,Chardonnay,4.0,3.0,"Pescados, aves, quesos"
Terras Gauda,Terras Gauda O Rosal,2021,4.2,466,Espana,Rias Baixas,11.9,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2008,4.2,459,Espana,Rias Baixas,37.9,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Muga,Seleccion Especial (Reserva),2004,4.2,447,Espana,Rioja,65.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bohorquez,Reserva,2009,4.2,442,Espana,Ribera del Duero,21.65,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Abadal,3.9,2016,4.2,441,Espana,Pla de Bages,22.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Mar de Frades,Rias Baixas Albarino Atlantico,2021,4.2,439,Espana,Rias Baixas,14.8,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Adega Familiar Eladio Pineiro,Envidiacochina (Tete de Cuvee),2019,4.2,438,Espana,Rias Baixas,18.46,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Pradorey,Adaro,2017,4.2,436,Espana,Ribera del Duero,16.45,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Montecastro,Ribera del Duero Red,2017,4.2,433,Espana,Ribera del Duero,16.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Culebron,Fondillon Gran Reserva,1964,4.2,432,Espana,Alicante,49.95,Unknown,4.0,3.0,unknown
Portal del Priorat,Clos del Portal Negre de Negres,2018,4.2,429,Espana,Priorato,21.7,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
